0.573515 0.0400984
0.130691 0.812924
0.540887 0.673738
0 0.905603
0.407491 0.677541
0.570301 0.612437
0.0809636 0.812005
0.717093 0.418592
0.874933 0.431869
0.809339 0.437457
0.436372 0.961434
0.677221 0.444387
0.223223 0.907613
0.0703484 0.888125
0.368863 0.777878
0.358555 1
0.284806 0.909968
0.950706 0.381544
0.164458 0.235795
0.618307 0.0583481
0.688271 0.492634
0.111923 0.24507
0.62323 0.439855
0.712216 0.0596241
0.835463 0.196012
0.650649 0.53223
0.167768 0.926395
0.826431 0.27478
0.249154 0.85257
0.876423 0.232732
0.0218653 0.774206
0.638257 0.0662397
0.579394 0.63389
0.41336 0.805919
0.360887 0.703497
0.745731 0.470603
0.43043 0.729481
0.573625 0.48352
0.148005 0.768986
0.578153 0.926873
0.363836 0.60131
0.0501612 0.72287
0.631592 0.485673
0.217447 0.751635
0.576788 0.535743
0.52198 0.466156
1 0.331852
0.191847 0.922396
0.276958 0.602862
0.19915 0.856725
0.287424 0.728971
0.53466 0.640129
0.307267 0.847269
0.250577 0.749044
0.839316 0.362202
0.75502 0.130653
0.171456 0.877568
0.331576 0.782466
0.179635 0.895582
0.635325 0.402087
0.112442 0.889901
0.185462 0.329329
0.200531 0.411276
0.124695 0.318944
0.417533 0.871766
0.553141 0.122175
0.27584 0.809474
0.166706 0.833666
0.466087 0.635409
0.493452 0.695722
0.608627 0.553555
0.215183 0.814227
0.282605 0.697964
0.325409 0.724485
0.489626 0.928118
0.779537 0.369359
0.34608 0.720543
0.678655 0
0.434547 0.764548
0.762863 0.121385
0.300228 0.789677
0.510363 0.564288
0.486996 0.721651
0.473416 0.510721
0.454277 0.827538
0.732684 0.359305
0.132527 0.264196
0.146914 0.396125
0.0855377 0.751127
0.380318 0.641591
0.73086 0.0146529
0.269452 0.965833
0.894971 0.372596
0.584814 0.589291
0.469448 0.588863
0.0332671 0.83684
0.2153 0.313187
0.47645 0.112535
0.348978 0.939437
0.448054 0.912754
0.592094 0.89662
0.54245 0.939132
0.131525 0.916147
0.459815 0.874794
0.0975512 0.944486
0.09413 0.886936
0.336752 0.874928
0.804943 0.175126
0.374706 0.895101
0.424443 0.572323
