0.528262 -0.849082
-0.772856 -0.634582
-0.764695 0.644392
-0.873246 -0.487279
-0.943489 0.331403
0.981997 0.188896
0.101624 0.994823
0.977191 -0.212363
0.879994 0.474984
0.981352 -0.19222
-0.721551 -0.692361
-0.427101 -0.904204
-0.00686693 -0.999976
-0.513989 -0.857797
-0.455722 -0.890122
0.047817 -0.998856
0.649021 0.760771
0.695221 0.718796
0.740031 0.672572
-0.233008 -0.972475
-0.288935 -0.957349
0.0447261 0.998999
-0.995515 -0.0946086
-0.775074 -0.63187
-0.641577 0.767059
-0.0207632 -0.999784
0.633229 -0.773964
0.765058 0.643961
0.832135 -0.554573
0.543854 0.83918
-0.771327 0.636439
0.713138 -0.701024
-0.6306 0.776108
-0.560529 -0.828135
