0.838578 0.609414
0.388555 0.581005
0.446239 0.0302454
0.233798 0.965942
0.0787731 0.969216
0.621715 0.679767
0.748907 0.664084
0.67469 0.757613
0.137589 0.127653
0.117405 0.712572
0.703349 0.242879
0.51508 0.608856
0.36086 0.746695
0.859135 0.111355
0.906441 0.158482
0.390203 0.876363
0.358595 0.655299
0.796404 0.169627
0.68756 0.209756
0.108458 0.0736349
0.277361 0.622493
0.18368 0.695502
0.426258 0.62813
0.110666 0.872727
0.557295 0.353581
0.189143 0.803124
0.171747 0.976751
0.390044 0.447851
0.307632 0.481628
0.955367 0.466688
0.0173839 0.536228
0.663473 0.680539
0.588865 0.429892
0.401568 0.799162
